Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
56536, 28.2675, 1356.8494, 1.9741, 11.1148, 0.3510, 20.5188
56537, 28.2680, 1359.6886, 1.8789, 10.9662, 0.2472, 20.5186
56538, 28.2685, 1364.2313, 1.8301, 10.5139, 0.2696, 20.5181
56539, 28.2690, 1356.2816, 1.9912, 10.1910, 0.2370, 20.5181
56540, 28.2695, 1340.9499, 1.9424, 10.0630, 0.1638, 20.5176
56541, 28.2700, 1325.6183, 1.9228, 9.6976, 0.1984, 20.5175
56542, 28.2705, 1298.3621, 1.9448, 9.4924, 0.1577, 20.5175
56543, 28.2710, 1333.0002, 1.8642, 9.3140, 0.1211, 20.5167
56544, 28.2715, 1351.1710, 1.9937, 9.1401, 0.1496, 20.5170
56545, 28.2720, 1364.2313, 1.8471, 9.4259, 0.1231, 20.5180
56546, 28.2725, 1371.0454, 1.8813, 9.8168, 0.1943, 20.5173
56547, 28.2730, 1370.4775, 2.0205, 10.3278, 0.2818, 20.5170
56548, 28.2735, 1372.1810, 1.9131, 11.3014, 0.2696, 20.5176
56549, 28.2740, 1357.9851, 1.9912, 11.7582, 0.4181, 20.5183
56550, 28.2745, 1338.6786, 2.0498, 12.2452, 0.3774, 20.5188
56551, 28.2750, 1314.8294, 1.7690, 12.3170, 0.3123, 20.5190
56552, 28.2755, 1347.1962, 1.9863, 12.1744, 0.4365, 20.5193
56553, 28.2760, 1373.3167, 1.8984, 12.3327, 0.3205, 20.5195
56554, 28.2765, 1385.2413, 1.8740, 12.1104, 0.3469, 20.5193
56555, 28.2770, 1394.8946, 2.0230, 11.5696, 0.3530, 20.5187
56556, 28.2775, 1386.3770, 1.9521, 11.4929, 0.2370, 20.5193
56557, 28.2780, 1378.9951, 1.9644, 10.9375, 0.3083, 20.5202
56558, 28.2785, 1364.7991, 2.0107, 10.7274, 0.2187, 20.5202
56559, 28.2790, 1341.5178, 1.9888, 10.5353, 0.1618, 20.5197
56560, 28.2795, 1325.6183, 2.0083, 10.0141, 0.2309, 20.5196
56561, 28.2800, 1355.1459, 1.9546, 9.9486, 0.1373, 20.5198
56562, 28.2805, 1377.2916, 1.8471, 9.6511, 0.1577, 20.5196
56563, 28.2810, 1387.5127, 2.0181, 9.4015, 0.1435, 20.5202
56564, 28.2815, 1393.7589, 1.9155, 9.3702, 0.1007, 20.5199
56565, 28.2820, 1394.3267, 1.9644, 9.3971, 0.1841, 20.5197
56566, 28.2825, 1380.1308, 1.9937, 9.9223, 0.1699, 20.5193
56567, 28.2830, 1363.6635, 1.9521, 10.5969, 0.2004, 20.5189
56568, 28.2835, 1335.2716, 2.0010, 11.1729, 0.3184, 20.5193
56569, 28.2840, 1322.7791, 1.8496, 12.0317, 0.3225, 20.5195
56570, 28.2845, 1350.6032, 1.9302, 12.1876, 0.4466, 20.5192
56571, 28.2850, 1367.6383, 2.0376, 12.2277, 0.4080, 20.5187
56572, 28.2855, 1380.6986, 1.8789, 12.2794, 0.3490, 20.5187
56573, 28.2860, 1379.5629, 1.9009, 12.2618, 0.3795, 20.5191
56574, 28.2865, 1378.9951, 2.0083, 11.9477, 0.3713, 20.5184
56575, 28.2870, 1367.6383, 1.9253, 11.5887, 0.3530, 20.5184
56576, 28.2875, 1351.7389, 1.9399, 11.2301, 0.3184, 20.5190
56577, 28.2880, 1327.8897, 1.8398, 10.9472, 0.2737, 20.5190
56578, 28.2885, 1305.1761, 1.8984, 10.5925, 0.2411, 20.5196
56579, 28.2890, 1332.4324, 1.9790, 10.2755, 0.2248, 20.5191
56580, 28.2895, 1345.4926, 1.9058, 10.0674, 0.1760, 20.5194
56581, 28.2900, 1360.8243, 1.8838, 9.7606, 0.1882, 20.5203
56582, 28.2905, 1364.7991, 1.9937, 9.5178, 0.1577, 20.5204
56583, 28.2910, 1358.5529, 1.9473, 9.4220, 0.0946, 20.5197
56584, 28.2915, 1349.4675, 1.9399, 9.2823, 0.1211, 20.5198
56585, 28.2920, 1327.8897, 1.8227, 9.4323, 0.1496, 20.5201
56586, 28.2925, 1300.6334, 1.9375, 9.9120, 0.1679, 20.5201
56587, 28.2930, 1318.8042, 1.9985, 10.5222, 0.2309, 20.5198
56588, 28.2935, 1343.2213, 1.8911, 11.3395, 0.2696, 20.5198
56589, 28.2940, 1364.7991, 1.9253, 11.9150, 0.3774, 20.5202
56590, 28.2945, 1373.8846, 2.0352, 12.2145, 0.4242, 20.5202
56591, 28.2950, 1381.2664, 1.9448, 12.2863, 0.3591, 20.5194
56592, 28.2955, 1368.2062, 1.9912, 12.2613, 0.3429, 20.5189
56593, 28.2960, 1359.1208, 1.8447, 12.2692, 0.3734, 20.5189
56594, 28.2965, 1339.8143, 1.9644, 11.9897, 0.3734, 20.5189
56595, 28.2970, 1315.9651, 2.0376, 11.5486, 0.3652, 20.5189
56596, 28.2975, 1349.4675, 1.9106, 11.3414, 0.2838, 20.5186
56597, 28.2980, 1367.0705, 1.9180, 10.9858, 0.2574, 20.5192
56598, 28.2985, 1382.4021, 2.0132, 10.5496, 0.2716, 20.5192
56599, 28.2990, 1384.6735, 1.8447, 10.4078, 0.1780, 20.5192
56600, 28.2995, 1389.2162, 1.9692, 10.0004, 0.2106, 20.5201
56601, 28.3000, 1382.4021, 1.8789, 9.8314, 0.1557, 20.5205
56602, 28.3005, 1365.9348, 1.9253, 9.5207, 0.1658, 20.5205
56603, 28.3010, 1345.4926, 1.9863, 9.2530, 0.1719, 20.5201
56604, 28.3015, 1317.6686, 1.9399, 9.2681, 0.1170, 20.5201
56605, 28.3020, 1355.7137, 1.9473, 9.3668, 0.1618, 20.5211
56606, 28.3025, 1374.4524, 1.5468, 9.7542, 0.2147, 20.5205
56607, 28.3030, 1389.2162, 1.9521, 10.5764, 0.1964, 20.5202
56608, 28.3035, 1394.3267, 1.9717, 11.1250, 0.3266, 20.5204
56609, 28.3040, 1388.0805, 1.7812, 11.9335, 0.3408, 20.5199
56610, 28.3045, 1382.9700, 1.7837, 12.2106, 0.3958, 20.5197
56611, 28.3050, 1366.5027, 2.0083, 12.1515, 0.4609, 20.5192
56612, 28.3055, 1348.3318, 1.8642, 12.2574, 0.3673, 20.5197
56613, 28.3060, 1320.5078, 1.8887, 12.1568, 0.4670, 20.5199
56614, 28.3065, 1344.9248, 1.5126, 11.8525, 0.3978, 20.5204
56615, 28.3070, 1366.5027, 1.8960, 11.6624, 0.3022, 20.5207
56616, 28.3075, 1375.0202, 1.9521, 11.1192, 0.3368, 20.5204
56617, 28.3080, 1386.3770, 1.7251, 10.8993, 0.2554, 20.5202
56618, 28.3085, 1381.2664, 1.8960, 10.6257, 0.2187, 20.5198
56619, 28.3090, 1372.1810, 1.9741, 10.2120, 0.2513, 20.5195
56620, 28.3095, 1355.1459, 1.8764, 9.9921, 0.1964, 20.5199
56621, 28.3100, 1328.4575, 1.8471, 9.6868, 0.1862, 20.5195
56622, 28.3105, 1304.6083, 1.9863, 9.4137, 0.1862, 20.5195
56623, 28.3110, 1330.7288, 1.9351, 9.3468, 0.1150, 20.5201
56624, 28.3115, 1351.1710, 1.9375, 9.1392, 0.1557, 20.5201
56625, 28.3120, 1357.4172, 1.8813, 9.3507, 0.1435, 20.5202
56626, 28.3125, 1359.6886, 1.7666, 9.8729, 0.1740, 20.5205
56627, 28.3130, 1360.2564, 2.0034, 10.4045, 0.2655, 20.5208
56628, 28.3135, 1344.9248, 1.9302, 11.2496, 0.2757, 20.5207
56629, 28.3140, 1330.7288, 1.8887, 11.8481, 0.4120, 20.5205
56630, 28.3145, 1306.3118, 2.0327, 12.2076, 0.4141, 20.5205
56631, 28.3150, 1320.5078, 1.9253, 12.2867, 0.3429, 20.5205
56632, 28.3155, 1348.8997, 1.9863, 12.1720, 0.4385, 20.5202
56633, 28.3160, 1363.0956, 1.9424, 12.1925, 0.4161, 20.5201
56634, 28.3165, 1373.3167, 1.9473, 12.0278, 0.3469, 20.5201
56635, 28.3170, 1372.7489, 2.0254, 11.4871, 0.3795, 20.5203
56636, 28.3175, 1377.8594, 1.8862, 11.3195, 0.2757, 20.5194
56637, 28.3180, 1367.6383, 1.9253, 10.7596, 0.3347, 20.5190
56638, 28.3185, 1350.6032, 2.0718, 10.5315, 0.2655, 20.5193
56639, 28.3190, 1323.9148, 1.9302, 10.4513, 0.1577, 20.5185
56640, 28.3195, 1340.9499, 1.9546, 9.9623, 0.2106, 20.5189
56641, 28.3200, 1368.2062, 2.0278, 9.7571, 0.1699, 20.5195
56642, 28.3205, 1383.5378, 1.7739, 9.6941, 0.1007, 20.5193
56643, 28.3210, 1393.7589, 2.0059, 9.2813, 0.1536, 20.5196
56644, 28.3215, 1391.4875, 1.8618, 9.3306, 0.0967, 20.5202
56645, 28.3220, 1378.9951, 1.8740, 9.4391, 0.1597, 20.5206
56646, 28.3225, 1369.9097, 2.0449, 9.8793, 0.1740, 20.5201
56647, 28.3230, 1346.6283, 1.9546, 10.6917, 0.1638, 20.5201
56648, 28.3235, 1325.0505, 1.9521, 11.1470, 0.3612, 20.5199
56649, 28.3240, 1350.6032, 2.0010, 12.0425, 0.3083, 20.5199
56650, 28.3245, 1369.9097, 1.9448, 12.2809, 0.3266, 20.5200
56651, 28.3250, 1386.3770, 1.9741, 12.2257, 0.3937, 20.5199
56652, 28.3255, 1392.0554, 1.9424, 12.3180, 0.3327, 20.5199
56653, 28.3260, 1400.0051, 1.8301, 12.2037, 0.4120, 20.5207
56654, 28.3265, 1388.0805, 1.7617, 12.0190, 0.3490, 20.5213
56655, 28.3270, 1374.4524, 1.8789, 11.7645, 0.2859, 20.5214
56656, 28.3275, 1349.4675, 1.8960, 11.2355, 0.3245, 20.5213
56657, 28.3280, 1315.9651, 2.0010, 11.0664, 0.2432, 20.5215
56658, 28.3285, 1349.4675, 1.9424, 10.7278, 0.2289, 20.5215
56659, 28.3290, 1365.9348, 1.9961, 10.2862, 0.2370, 20.5213
56660, 28.3295, 1381.2664, 1.8301, 10.1294, 0.1719, 20.5209
56661, 28.3300, 1381.8343, 1.9009, 9.8495, 0.1618, 20.5209
56662, 28.3305, 1379.5629, 2.0156, 9.5285, 0.1699, 20.5214
56663, 28.3310, 1372.7489, 1.9033, 9.4391, 0.1068, 20.5214
56664, 28.3315, 1355.7137, 1.9033, 9.2882, 0.1373, 20.5219
56665, 28.3320, 1336.4072, 1.9375, 9.4240, 0.1618, 20.5221
56666, 28.3325, 1298.3621, 1.9351, 9.8812, 0.1882, 20.5220
56667, 28.3330, 1321.0756, 1.9766, 10.5173, 0.2350, 20.5217
56668, 28.3335, 1340.9499, 1.8887, 11.2809, 0.2920, 20.5211
56669, 28.3340, 1354.0102, 1.9082, 11.9262, 0.3734, 20.5211
56670, 28.3345, 1364.2313, 2.0156, 12.1744, 0.4365, 20.5214
56671, 28.3350, 1359.6886, 1.9668, 12.3146, 0.3408, 20.5216
56672, 28.3355, 1354.0102, 1.9399, 12.2716, 0.3449, 20.5216
56673, 28.3360, 1336.4072, 2.0303, 12.2037, 0.4120, 20.5212
56674, 28.3365, 1317.1007, 1.9644, 12.0982, 0.3306, 20.5209
56675, 28.3370, 1302.9048, 1.9668, 11.7274, 0.3062, 20.5212
56676, 28.3375, 1338.1107, 1.8423, 11.2902, 0.3001, 20.5209
56677, 28.3380, 1363.6635, 1.9277, 11.0019, 0.2757, 20.5209
56678, 28.3385, 1373.8846, 2.0425, 10.5178, 0.2981, 20.5217
56679, 28.3390, 1383.5378, 1.9302, 10.3825, 0.2045, 20.5216
56680, 28.3395, 1376.1559, 1.9644, 10.0713, 0.1780, 20.5216
56681, 28.3400, 1361.9600, 1.7837, 9.7581, 0.1902, 20.5207
56682, 28.3405, 1346.6283, 1.9424, 9.6111, 0.1435, 20.5212
56683, 28.3410, 1320.5078, 2.0571, 9.3385, 0.1536, 20.5210
56684, 28.3415, 1342.0856, 1.8740, 9.3189, 0.1170, 20.5213
56685, 28.3420, 1361.3921, 1.9570, 9.5148, 0.1231, 20.5209
56686, 28.3425, 1375.0202, 1.9985, 9.8627, 0.1984, 20.5205
56687, 28.3430, 1382.9700, 1.9302, 10.6301, 0.2045, 20.5213
56688, 28.3435, 1383.5378, 1.8862, 11.1934, 0.3225, 20.5217
56689, 28.3440, 1384.1056, 1.9814, 11.8896, 0.3774, 20.5216
56690, 28.3445, 1371.6132, 1.9424, 12.2013, 0.4141, 20.5219
56691, 28.3450, 1354.0102, 1.9521, 12.1847, 0.4385, 20.5219
56692, 28.3455, 1321.6434, 1.8789, 12.2648, 0.3612, 20.5215
56693, 28.3460, 1365.9348, 1.9814, 12.2081, 0.3978, 20.5219
56694, 28.3465, 1373.3167, 1.9595, 11.8740, 0.3958, 20.5222
56695, 28.3470, 1388.0805, 1.8935, 11.7015, 0.2961, 20.5222
56696, 28.3475, 1401.7086, 1.8813, 11.1192, 0.3632, 20.5228
56697, 28.3480, 1395.4624, 1.7202, 10.7972, 0.2981, 20.5235
56698, 28.3485, 1388.0805, 1.8227, 10.6497, 0.2147, 20.5231
56699, 28.3490, 1376.1559, 1.9692, 10.1881, 0.2554, 20.5229
56700, 28.3495, 1355.1459, 1.8081, 10.0082, 0.1882, 20.5221
56701, 28.3500, 1325.6183, 1.9277, 9.6775, 0.2045, 20.5222
56702, 28.3505, 1339.2464, 2.0156, 9.3497, 0.2025, 20.5226
56703, 28.3510, 1360.2564, 1.8691, 9.3253, 0.1170, 20.5231
56704, 28.3515, 1371.6132, 1.9033, 9.1670, 0.1536, 20.5226
56705, 28.3520, 1380.6986, 2.0400, 9.3512, 0.1536, 20.5222
56706, 28.3525, 1382.4021, 1.9058, 9.9652, 0.1394, 20.5224
56707, 28.3530, 1371.6132, 1.9448, 10.4499, 0.2594, 20.5215
56708, 28.3535, 1360.8243, 1.8716, 11.1832, 0.3205, 20.5214
56709, 28.3540, 1333.0002, 1.9521, 11.9082, 0.3673, 20.5205
56710, 28.3545, 1301.2013, 2.0156, 12.1720, 0.4385, 20.5209
56711, 28.3550, 1325.0505, 1.9326, 12.2428, 0.3795, 20.5209
56712, 28.3555, 1345.4926, 1.9009, 12.1422, 0.4527, 20.5208
56713, 28.3560, 1360.8243, 2.0400, 12.1959, 0.4344, 20.5212
56714, 28.3565, 1362.5278, 1.8716, 12.0273, 0.3368, 20.5209
56715, 28.3570, 1364.2313, 1.9790, 11.4426, 0.3795, 20.5205
56716, 28.3575, 1352.3067, 1.8887, 11.1915, 0.3083, 20.5206
56717, 28.3580, 1338.1107, 1.8227, 10.9365, 0.2615, 20.5208
56718, 28.3585, 1318.8042, 2.0230, 10.5022, 0.2635, 20.5206
56719, 28.3590, 1302.3369, 1.8960, 10.3238, 0.2004, 20.5202
56720, 28.3595, 1346.6283, 1.9375, 9.9374, 0.2208, 20.5202
56721, 28.3600, 1358.5529, 2.0620, 9.6468, 0.1984, 20.5207
56722, 28.3605, 1369.3418, 1.9375, 9.5832, 0.1190, 20.5205
56723, 28.3610, 1375.0202, 2.0010, 9.2183, 0.1638, 20.5208
56724, 28.3615, 1375.0202, 1.8960, 9.1660, 0.1333, 20.5212
56725, 28.3620, 1371.6132, 1.8374, 9.3908, 0.1577, 20.5211
56726, 28.3625, 1351.1710, 2.0498, 9.7567, 0.2126, 20.5215
56727, 28.3630, 1327.3218, 1.8667, 10.6101, 0.1841, 20.5219
56728, 28.3635, 1313.6937, 1.9033, 11.2882, 0.3123, 20.5218
56729, 28.3640, 1360.2564, 2.0376, 11.8945, 0.3734, 20.5212
56730, 28.3645, 1380.6986, 1.9204, 12.3151, 0.2981, 20.5215
56731, 28.3650, 1389.7840, 1.9375, 12.1984, 0.4324, 20.5213
56732, 28.3655, 1394.8946, 1.9912, 12.2965, 0.3347, 20.5215
56733, 28.3660, 1382.9700, 1.8520, 12.2638, 0.3408, 20.5215
56734, 28.3665, 1375.5881, 1.9326, 11.9282, 0.4141, 20.5212
56735, 28.3670, 1357.9851, 1.8960, 11.8563, 0.2676, 20.5209
56736, 28.3675, 1334.1359, 1.8374, 11.3327, 0.3123, 20.5214
56737, 28.3680, 1350.6032, 2.0107, 10.9751, 0.2716, 20.5219
56738, 28.3685, 1367.0705, 1.9448, 10.8490, 0.1862, 20.5223
56739, 28.3690, 1385.8092, 1.8960, 10.3771, 0.2248, 20.5226
56740, 28.3695, 1392.0554, 1.9717, 10.1802, 0.1719, 20.5226
56741, 28.3700, 1400.0051, 1.9009, 9.9042, 0.1638, 20.5220
56742, 28.3705, 1393.7589, 1.9937, 9.5544, 0.1801, 20.5217
56743, 28.3710, 1375.5881, 1.8130, 9.4669, 0.1048, 20.5221
56744, 28.3715, 1356.8494, 1.9082, 9.2672, 0.1496, 20.5225
56745, 28.3720, 1314.8294, 2.0400, 9.5041, 0.1373, 20.5225
56746, 28.3725, 1338.6786, 1.9180, 9.9853, 0.1597, 20.5234
56747, 28.3730, 1360.2564, 1.9839, 10.5295, 0.2513, 20.5231
56748, 28.3735, 1373.3167, 2.0400, 11.3600, 0.2737, 20.5227
56749, 28.3740, 1380.6986, 1.9497, 11.9741, 0.3652, 20.5228
56750, 28.3745, 1377.8594, 2.0278, 12.1759, 0.4141, 20.5224
56751, 28.3750, 1376.1559, 1.8838, 12.2550, 0.3693, 20.5218
56752, 28.3755, 1360.8243, 1.8642, 12.2062, 0.4100, 20.5222
56753, 28.3760, 1344.9248, 1.9326, 12.1671, 0.4426, 20.5225
56754, 28.3765, 1314.2615, 1.9595, 11.9902, 0.3571, 20.5223
56755, 28.3770, 1315.9651, 1.9546, 11.6023, 0.3205, 20.5214
56756, 28.3775, 1340.9499, 1.8227, 11.2648, 0.3001, 20.5215
56757, 28.3780, 1354.5781, 1.9668, 10.9159, 0.2838, 20.5211
56758, 28.3785, 1367.6383, 2.0156, 10.5603, 0.2574, 20.5208
56759, 28.3790, 1363.0956, 1.9424, 10.3737, 0.1801, 20.5205
56760, 28.3795, 1357.4172, 1.9839, 10.0752, 0.1801, 20.5201
56761, 28.3800, 1344.3570, 2.0083, 9.7264, 0.1902, 20.5204
56762, 28.3805, 1319.9399, 1.9375, 9.5964, 0.1292, 20.5208
56763, 28.3810, 1302.3369, 1.9814, 9.3942, 0.1231, 20.5212
56764, 28.3815, 1332.4324, 1.8740, 9.2515, 0.1414, 20.5214
56765, 28.3820, 1357.9851, 1.9424, 9.5143, 0.1129, 20.5210
56766, 28.3825, 1369.3418, 2.0278, 9.8085, 0.2065, 20.5213
56767, 28.3830, 1376.7237, 1.8471, 10.5310, 0.2289, 20.5217
56768, 28.3835, 1375.5881, 1.9570, 11.2672, 0.2981, 20.5213
56769, 28.3840, 1362.5278, 1.8667, 11.9795, 0.3713, 20.5213
56770, 28.3845, 1351.1710, 1.9033, 12.2814, 0.3632, 20.5213
56771, 28.3850, 1327.8897, 1.9106, 12.2174, 0.4059, 20.5210
56772, 28.3855, 1318.8042, 1.7837, 12.2032, 0.4019, 20.5207
56773, 28.3860, 1357.9851, 1.9033, 12.2892, 0.3408, 20.5211
56774, 28.3865, 1373.3167, 1.9326, 12.0264, 0.3693, 20.5213
56775, 28.3870, 1385.8092, 1.8496, 11.6990, 0.2981, 20.5214
56776, 28.3875, 1386.3770, 1.8471, 11.2721, 0.3205, 20.5221
56777, 28.3880, 1389.7840, 1.9888, 10.8569, 0.3225, 20.5221
56778, 28.3885, 1378.4273, 1.8984, 10.6678, 0.2208, 20.5218
56779, 28.3890, 1359.1208, 1.9204, 10.3033, 0.2228, 20.5218
56780, 28.3895, 1334.1359, 1.8130, 9.9863, 0.2065, 20.5220
56781, 28.3900, 1319.9399, 1.9570, 9.8119, 0.1719, 20.5224
56782, 28.3905, 1371.0454, 1.9570, 9.5104, 0.1638, 20.5231
56783, 28.3910, 1384.1056, 1.8594, 9.3443, 0.1170, 20.5227
56784, 28.3915, 1396.5981, 1.9375, 9.2017, 0.1618, 20.5218
56785, 28.3920, 1395.4624, 1.6225, 9.3615, 0.1821, 20.5227
56786, 28.3925, 1386.9448, 1.9009, 9.9428, 0.1475, 20.5231
56787, 28.3930, 1376.7237, 1.9497, 10.4069, 0.2900, 20.5227
56788, 28.3935, 1357.9851, 1.7715, 11.2056, 0.3123, 20.5227
56789, 28.3940, 1320.5078, 1.9424, 12.0024, 0.3469, 20.5224
56790, 28.3945, 1331.8645, 2.0181, 12.1622, 0.4466, 20.5228
56791, 28.3950, 1354.0102, 1.8642, 12.2472, 0.3652, 20.5228
56792, 28.3955, 1370.4775, 1.9448, 12.2057, 0.3998, 20.5228
56793, 28.3960, 1380.1308, 2.0571, 12.1695, 0.4405, 20.5228
56794, 28.3965, 1386.9448, 1.9228, 12.0522, 0.3266, 20.5224
56795, 28.3970, 1378.4273, 1.9326, 11.5349, 0.3713, 20.5219
56796, 28.3975, 1367.0705, 1.8105, 11.1812, 0.3327, 20.5224
56797, 28.3980, 1345.4926, 1.9717, 10.9765, 0.2493, 20.5222
56798, 28.3985, 1304.6083, 1.9985, 10.5217, 0.2737, 20.5225
56799, 28.3990, 1321.0756, 1.8862, 10.2198, 0.2289, 20.5226
56800, 28.3995, 1341.5178, 1.9668, 9.9545, 0.2065, 20.5228
56801, 28.4000, 1357.4172, 2.0376, 9.6448, 0.2106, 20.5234
56802, 28.4005, 1361.9600, 1.9668, 9.5295, 0.1373, 20.5234
56803, 28.4010, 1363.0956, 1.9351, 9.2374, 0.1638, 20.5234
56804, 28.4015, 1355.7137, 2.0303, 9.1592, 0.1496, 20.5231
56805, 28.4020, 1339.2464, 1.9497, 9.4826, 0.1129, 20.5231
56806, 28.4025, 1319.9399, 1.9839, 9.8031, 0.2004, 20.5235
56807, 28.4030, 1295.5229, 1.7715, 10.5222, 0.2309, 20.5240
56808, 28.4035, 1335.2716, 1.8447, 11.2941, 0.3022, 20.5235
56809, 28.4040, 1356.8494, 2.0425, 11.8666, 0.4019, 20.5231
56810, 28.4045, 1368.2062, 1.9106, 12.2833, 0.3510, 20.5237
56811, 28.4050, 1375.5881, 1.9424, 12.1500, 0.4568, 20.5241
56812, 28.4055, 1372.7489, 2.0278, 12.1769, 0.4344, 20.5237
56813, 28.4060, 1372.7489, 1.6152, 12.2252, 0.3836, 20.5232
56814, 28.4065, 1359.1208, 1.9839, 11.7890, 0.4242, 20.5226
56815, 28.4070, 1338.6786, 1.9985, 11.6282, 0.3042, 20.5226
56816, 28.4075, 1320.5078, 1.7983, 11.4108, 0.2472, 20.5235
56817, 28.4080, 1355.1459, 1.9888, 10.8383, 0.3062, 20.5239
56818, 28.4085, 1380.1308, 1.8813, 10.7645, 0.1719, 20.5243
56819, 28.4090, 1389.7840, 1.8838, 10.2999, 0.2309, 20.5242
56820, 28.4095, 1397.1659, 1.9863, 10.0507, 0.1740, 20.5245
56821, 28.4100, 1388.6483, 1.9180, 9.9022, 0.1231, 20.5245
56822, 28.4105, 1375.5881, 1.9448, 9.4929, 0.1679, 20.5236
56823, 28.4110, 1361.3921, 1.9692, 9.3858, 0.1089, 20.5238
56824, 28.4115, 1336.4072, 1.7153, 9.3966, 0.0946, 20.5240
56825, 28.4120, 1326.7540, 2.0034, 9.4294, 0.1679, 20.5240
56826, 28.4125, 1362.5278, 1.9277, 10.0522, 0.1251, 20.5240
56827, 28.4130, 1378.9951, 1.8984, 10.5491, 0.2350, 20.5236
56828, 28.4135, 1388.0805, 2.0034, 11.2428, 0.3184, 20.5235
56829, 28.4140, 1394.3267, 1.9424, 12.1475, 0.3001, 20.5241
56830, 28.4145, 1394.8946, 1.9863, 12.1739, 0.4263, 20.5242
56831, 28.4150, 1379.5629, 1.9888, 12.3082, 0.3408, 20.5245
56832, 28.4155, 1364.7991, 1.9375, 12.2560, 0.3897, 20.5238
56833, 28.4160, 1335.8394, 2.0400, 12.1813, 0.4202, 20.5229
56834, 28.4165, 1331.2967, 1.9033, 12.0830, 0.3327, 20.5229
56835, 28.4170, 1360.2564, 1.9375, 11.6014, 0.3530, 20.5232
56836, 28.4175, 1373.3167, 2.0889, 11.3322, 0.2757, 20.5231
56837, 28.4180, 1386.3770, 1.9619, 11.0561, 0.2411, 20.5227
56838, 28.4185, 1381.8343, 2.0132, 10.6175, 0.2574, 20.5229
56839, 28.4190, 1378.4273, 1.8374, 10.3400, 0.2187, 20.5238
56840, 28.4195, 1368.2062, 1.9326, 10.0747, 0.1964, 20.5238
56841, 28.4200, 1347.7640, 2.0156, 9.7742, 0.1821, 20.5238
56842, 28.4205, 1324.4826, 1.9302, 9.5930, 0.1373, 20.5235
56843, 28.4210, 1310.8545, 1.9082, 9.3565, 0.1333, 20.5239
56844, 28.4215, 1334.7037, 2.0107, 9.2115, 0.1536, 20.5232
56845, 28.4220, 1348.3318, 1.9692, 9.5412, 0.1170, 20.5234
56846, 28.4225, 1360.2564, 1.9644, 9.8734, 0.1841, 20.5234
56847, 28.4230, 1364.2313, 1.8227, 10.5701, 0.2228, 20.5234
56848, 28.4235, 1356.2816, 1.9863, 11.3849, 0.2635, 20.5235
56849, 28.4240, 1347.7640, 1.9937, 11.9565, 0.3693, 20.5232
56850, 28.4245, 1325.6183, 1.8789, 12.2291, 0.3856, 20.5228
56851, 28.4250, 1302.9048, 1.9131, 12.2423, 0.3693, 20.5232
56852, 28.4255, 1327.8897, 1.9985, 12.1988, 0.4161, 20.5236
56853, 28.4260, 1351.7389, 1.8911, 12.2994, 0.3429, 20.5228
56854, 28.4265, 1372.7489, 1.9302, 11.9302, 0.4019, 20.5232
56855, 28.4270, 1378.9951, 1.9912, 11.5716, 0.3408, 20.5228
56856, 28.4275, 1383.5378, 1.9106, 11.3551, 0.2777, 20.5227
56857, 28.4280, 1369.9097, 1.5175, 11.0439, 0.2513, 20.5231
56858, 28.4285, 1358.5529, 1.8471, 10.6682, 0.2309, 20.5229
56859, 28.4290, 1338.1107, 1.8960, 10.2599, 0.2432, 20.5235
56860, 28.4295, 1318.8042, 1.6103, 9.9306, 0.2370, 20.5231
56861, 28.4300, 1356.8494, 1.8935, 9.8705, 0.1496, 20.5231
56862, 28.4305, 1370.4775, 1.9058, 9.6111, 0.1435, 20.5229
56863, 28.4310, 1385.2413, 1.8716, 9.3390, 0.1373, 20.5226
56864, 28.4315, 1386.3770, 1.8838, 9.3165, 0.1190, 20.5232
56865, 28.4320, 1386.9448, 1.9814, 9.4176, 0.1618, 20.5238
56866, 28.4325, 1380.1308, 1.9033, 9.9662, 0.1597, 20.5231
56867, 28.4330, 1360.8243, 1.9448, 10.5637, 0.2228, 20.5229
56868, 28.4335, 1339.2464, 1.7006, 11.1153, 0.3612, 20.5234
56869, 28.4340, 1318.2364, 1.9619, 12.0225, 0.3408, 20.5237
56870, 28.4345, 1363.0956, 1.9521, 12.2194, 0.4202, 20.5232
56871, 28.4350, 1383.5378, 1.8545, 12.2496, 0.3897, 20.5235
56872, 28.4355, 1394.8946, 1.9790, 12.2418, 0.3591, 20.5241
56873, 28.4360, 1400.0051, 2.0181, 12.1515, 0.4344, 20.5237
56874, 28.4365, 1390.9197, 1.8789, 12.0361, 0.3347, 20.5237
56875, 28.4370, 1384.6735, 1.9033, 11.5359, 0.3652, 20.5245
56876, 28.4375, 1368.2062, 2.0596, 11.1109, 0.3490, 20.5241
56877, 28.4380, 1345.4926, 1.9424, 10.9609, 0.2411, 20.5240
56878, 28.4385, 1331.8645, 1.9814, 10.4260, 0.2900, 20.5244
56879, 28.4390, 1350.6032, 1.8154, 10.2129, 0.2187, 20.5244
56880, 28.4395, 1369.9097, 1.9570, 10.0102, 0.1760, 20.5251
56881, 28.4400, 1378.4273, 2.0474, 9.6785, 0.1984, 20.5260
56882, 28.4405, 1386.3770, 1.8764, 9.5534, 0.1333, 20.5254
56883, 28.4410, 1382.4021, 1.8838, 9.3272, 0.1312, 20.5252
