"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
3.5,175.0567344832934,40,5000
3.51,174.9222679463385,40,5000
3.52,174.90852585661688,40,5000
3.53,174.79753503907878,40,5000
3.54,174.8047382945721,40,5000
3.55,174.9712471787894,40,5000
3.56,174.7111821017843,40,5000
3.57,175.14729142643102,40,5000
3.58,175.48213229240883,40,5000
3.59,175.48654381920608,40,5000
3.6,175.02091481035674,40,5000
3.61,174.89543189308878,40,5000
3.62,175.65847051809746,40,5000
3.63,175.7221394105008,40,5000
3.64,174.9703817564011,40,5000
3.65,175.77498595387502,40,5000
3.66,175.23561829141272,40,5000
3.67,175.2249888164846,40,5000
3.68,174.7941456622023,40,5000
3.69,174.77563394550597,40,5000
3.7,175.4904394905788,40,5000
3.71,174.9038191012859,40,5000
3.72,174.59286325745924,40,5000
3.73,175.3807234233397,40,5000
3.74,174.92129195465728,40,5000
3.75,175.13713557866282,40,5000
3.76,174.75474265670104,40,5000
3.77,174.75445719214287,40,5000
3.78,174.5168158224187,40,5000
3.79,174.8768512776759,40,5000
3.8,175.51995721217673,40,5000
3.81,174.70156351126343,40,5000
3.82,175.49281147403673,40,5000
3.83,175.083611169189,40,5000
3.84,174.81868982517926,40,5000
3.85,174.89641383116347,40,5000
3.86,175.88089735320875,40,5000
3.87,175.0113204347791,40,5000
3.88,175.15595900411435,40,5000
3.89,175.65745646933698,40,5000
3.9,174.02951975335327,40,5000
3.91,175.34061781480153,40,5000
3.92,174.83592188895096,40,5000
3.93,173.82908691640787,40,5000
3.94,174.49772678895673,40,5000
3.95,175.95941821970237,40,5000
3.96,175.04356174043386,40,5000
3.97,174.8930168661439,40,5000
3.98,175.43381054206225,40,5000
3.99,175.8149485046851,40,5000
4,174.22699810690486,40,5000
4.01,175.1498759445949,40,5000
4.02,174.68593752071965,40,5000
4.03,175.5611314443848,40,5000
4.04,175.02899256450658,40,5000
4.05,175.89244269216655,40,5000
4.06,174.98157131451399,40,5000
4.07,173.83512528047694,40,5000
4.08,173.9775170136849,40,5000
4.09,174.4135133943692,40,5000
4.1,174.81769709748767,40,5000
4.11,175.24804236207882,40,5000
4.12,175.3982450547587,40,5000
4.13,175.1935307364407,40,5000
4.14,174.6555876353586,40,5000
4.15,173.92201975101926,40,5000
4.16,174.63776419561813,40,5000
4.17,174.81932907535906,40,5000
4.18,175.37608986166643,40,5000
4.19,175.91419638468582,40,5000
4.2,175.230696221801,40,5000
4.21,175.85039188117156,40,5000
4.22,174.02549863729843,40,5000
4.23,175.5176480358107,40,5000
4.24,175.04006685708057,40,5000
4.25,175.96036051821665,40,5000
4.26,175.0179376734865,40,5000
4.27,175.06868972174976,40,5000
4.28,174.35606852402256,40,5000
4.29,174.90664427836208,40,5000
4.3,175.99897300664315,40,5000
4.31,174.45079271502817,40,5000
4.32,175.602557904155,40,5000
4.33,175.7724765077145,40,5000
4.34,174.69801336630601,40,5000
4.35,175.16465870783546,40,5000
4.36,173.9118336840173,40,5000
4.37,174.83855561772722,40,5000
4.38,175.09372886312613,40,5000
4.39,174.83622121948937,40,5000
4.4,174.41689914012542,40,5000
4.41,175.91235214828703,40,5000
4.42,176.14255710380192,40,5000
4.43,175.04814533530688,40,5000
4.44,174.05899991532772,40,5000
4.45,174.83782447772677,40,5000
4.46,174.6284733410799,40,5000
4.47,174.50875714709017,40,5000
4.48,174.55359156010914,40,5000
4.49,173.84745204535417,40,5000
4.5,174.54266579175928,40,5000
4.51,174.88805351393293,40,5000
4.52,174.7641473373975,40,5000
4.53,175.120072343456,40,5000
4.54,174.84568057218152,40,5000
4.55,175.62468973009544,40,5000
4.56,175.39612049888586,40,5000
4.57,175.14903969661316,40,5000
4.58,174.55720037879897,40,5000
4.59,175.91557915114484,40,5000
4.6,174.57109775705473,40,5000
4.61,174.66825157693327,40,5000
4.62,174.5810279844036,40,5000
4.63,174.48273826543368,40,5000
4.64,174.98877617640218,40,5000
4.65,174.955838535309,40,5000
4.66,175.1906312774173,40,5000
4.67,175.3858852502232,40,5000
4.68,174.95356287520593,40,5000
4.69,174.51869072023155,40,5000
4.7,175.2929124312061,40,5000
4.71,174.1151112877481,40,5000
4.72,175.44785661785795,40,5000
4.73,174.88760927012922,40,5000
4.74,175.1244883134693,40,5000
4.75,175.18895737455037,40,5000
4.76,175.31959169549444,40,5000
4.77,174.81221432589754,40,5000
4.78,173.86261895274308,40,5000
4.79,174.71541516052244,40,5000
4.8,174.02310162517105,40,5000
4.81,175.00470846554168,40,5000
4.82,175.27183536119134,40,5000
4.83,174.51668557586348,40,5000
4.84,175.21164567914292,40,5000
4.85,174.96399147014975,40,5000
4.86,176.13061918974046,40,5000
4.87,175.85276380594857,40,5000
4.88,174.70177119259202,40,5000
4.89,174.0874278365794,40,5000
4.9,175.4022498731766,40,5000
4.91,174.68185630651826,40,5000
4.92,175.66396697716144,40,5000
4.93,174.4896459553577,40,5000
4.94,176.10389151241617,40,5000
4.95,174.04681585890816,40,5000
4.96,175.68735895607227,40,5000
4.97,175.09794474785417,40,5000
4.98,175.74504127392913,40,5000
4.99,174.81508226188666,40,5000
5,175.93741662189655,40,5000
5.01,175.03239283395413,80,5000
5.02,175.3604856433443,80,5000
5.03,175.99517881211173,80,5000
5.04,174.21450786860544,80,5000
5.05,175.5210437892093,80,5000
5.06,175.25161912350697,80,5000
5.07,176.06415112404773,80,5000
5.08,177.22173216070274,80,5000
5.09,176.74189618413484,80,5000
5.1,177.7857946657575,80,5000
5.11,177.25570608631486,80,5000
5.12,177.82961761232903,80,5000
5.13,177.8868937440651,80,5000
5.14,178.46963638208877,80,5000
5.15,179.37535924861388,80,5000
5.16,180.00857371586036,80,5000
5.17,180.90365350259322,80,5000
5.18,179.39068332522206,80,5000
5.19,181.45004310257724,80,5000
5.2,180.699484729007,80,5000
5.21,182.16545620396178,80,5000
5.22,182.6294404409849,80,5000
5.23,182.40595678325738,80,5000
5.24,184.25541349236818,80,5000
5.25,183.55411650435838,80,5000
5.26,184.7585907344194,80,5000
5.27,185.05257180024648,80,5000
5.28,185.38197765846473,80,5000
5.29,185.5506102706957,80,5000
5.3,186.05592802037435,80,5000
5.31,187.51192519905757,80,5000
5.32,186.52729935325087,80,5000
5.33,188.74025201221707,80,5000
5.34,188.41954408247244,80,5000
5.35,188.83739380413405,80,5000
5.36,189.3186396265812,80,5000
5.37,189.9552768571162,80,5000
5.38,189.94027032067626,80,5000
5.39,190.38011411528416,80,5000
5.4,190.81306861537294,80,5000
5.41,191.5132123917532,80,5000
5.42,191.26338639478814,80,5000
5.43,190.4512118578194,80,5000
5.44,193.03529140018603,80,5000
